# id,coord_ra,coord_dec,parent,deblend_nChild,deblend_psfCenter_x,deblend_psfCenter_y,deblend_psfFlux,base_GaussianCentroid_x,base_GaussianCentroid_y,base_NaiveCentroid_x,base_NaiveCentroid_y,base_SdssCentroid_x,base_SdssCentroid_y,base_SdssCentroid_xSigma,base_SdssCentroid_ySigma,base_SdssShape_xx,base_SdssShape_yy,base_SdssShape_xy,base_SdssShape_xxSigma,base_SdssShape_yySigma,base_SdssShape_xySigma,base_SdssShape_x,base_SdssShape_y,base_SdssShape_flux,base_SdssShape_fluxSigma,base_SdssShape_psf_xx,base_SdssShape_psf_yy,base_SdssShape_psf_xy,base_SdssShape_flux_xx_Cov,base_SdssShape_flux_yy_Cov,base_SdssShape_flux_xy_Cov,ext_shapeHSM_HsmPsfMoments_x,ext_shapeHSM_HsmPsfMoments_y,ext_shapeHSM_HsmPsfMoments_xx,ext_shapeHSM_HsmPsfMoments_yy,ext_shapeHSM_HsmPsfMoments_xy,ext_shapeHSM_HsmShapeRegauss_e1,ext_shapeHSM_HsmShapeRegauss_e2,ext_shapeHSM_HsmShapeRegauss_sigma,ext_shapeHSM_HsmShapeRegauss_resolution,ext_shapeHSM_HsmSourceMoments_x,ext_shapeHSM_HsmSourceMoments_y,ext_shapeHSM_HsmSourceMoments_xx,ext_shapeHSM_HsmSourceMoments_yy,ext_shapeHSM_HsmSourceMoments_xy,base_CircularApertureFlux_3_0_flux,base_CircularApertureFlux_3_0_fluxSigma,base_CircularApertureFlux_4_5_flux,base_CircularApertureFlux_4_5_fluxSigma,base_CircularApertureFlux_6_0_flux,base_CircularApertureFlux_6_0_fluxSigma,base_CircularApertureFlux_9_0_flux,base_CircularApertureFlux_9_0_fluxSigma,base_CircularApertureFlux_12_0_flux,base_CircularApertureFlux_12_0_fluxSigma,base_CircularApertureFlux_17_0_flux,base_CircularApertureFlux_17_0_fluxSigma,base_CircularApertureFlux_25_0_flux,base_CircularApertureFlux_25_0_fluxSigma,base_CircularApertureFlux_35_0_flux,base_CircularApertureFlux_35_0_fluxSigma,base_CircularApertureFlux_50_0_flux,base_CircularApertureFlux_50_0_fluxSigma,base_CircularApertureFlux_70_0_flux,base_CircularApertureFlux_70_0_fluxSigma,base_GaussianFlux_flux,base_GaussianFlux_fluxSigma,base_PsfFlux_flux,base_PsfFlux_fluxSigma,base_Variance_value,base_PsfFlux_apCorr,base_PsfFlux_apCorrSigma,base_GaussianFlux_apCorr,base_GaussianFlux_apCorrSigma,base_ClassificationExtendedness_value,footprint
 30.0000,  0.0017,  0.0000,  0.0000,  0.0000,     nan,     nan,     nan,1830.6154, 40.6041,1830.0445, 39.9947,1830.6247, 40.6001,  0.1611,  0.1612, 11.5304, 10.9310,  1.4100,  0.9291,  0.6447,  0.8808,1830.6340, 40.6076,2076.3253, 83.6547, 10.8250, 11.6528,  1.0271,-38.8623, -4.7522,-36.8423, -0.0005, -0.0008, 10.8316, 11.6597,  1.0269, -1.5721, -0.7258, 86.0183,  0.0006,1830.6433, 40.6149, 11.5448, 10.9266,  1.4135,731.5549, 26.0461,1237.4384, 38.9782,1635.2021, 52.2741,2040.4386, 78.8628,2261.2459,106.5364,2387.3198,150.9967,2688.8956,221.8671,3028.3282,310.4030,     nan,     nan,     nan,     nan,2198.0905, 62.6218,2213.7052, 62.8950, 25.0000,  0.9607,  0.0000,  1.0584,  0.0000,  0.0000, 30.0000
 31.0000,  0.0019,  0.0001,  0.0000,  3.0000,     nan,     nan,     nan,1688.8370, 51.6727,1688.0395, 51.0312,1688.8364, 51.6690,  0.0060,  0.0058, 15.7067, 13.9392,  1.0407,  0.0401,  0.0268,  0.0356,1688.8361, 51.6703,75515.0139, 96.3013, 10.8309, 11.5901,  1.0204, -1.9289, -0.1278, -1.7119, -0.0005, -0.0008, 10.8374, 11.5969,  1.0203,     nan,     nan,     nan,     nan,1688.8358, 51.6715, 15.7165, 13.9475,  1.0408,20902.7734, 26.0139,37572.7656, 39.0116,52619.4844, 52.3136,70235.2969, 78.9009,77404.5483,106.4190,82193.4267,150.6652,85014.2504,221.5288,90603.4600,310.0403,96926.1768,443.1140,     nan,     nan,79982.2804, 72.1236,69202.1094, 62.8469,     nan,  0.9607,  0.0000,  1.0588,  0.0000,  1.0000, 31.0000
 32.0000,  0.0032,  0.0001,  0.0000,  3.0000,     nan,     nan,     nan,322.8236, 59.6869,322.0517, 59.0407,322.8180, 59.6808,  0.0162,  0.0165, 11.2117, 11.1804,  1.0152,  0.0919,  0.0652,  0.0917,322.8207, 59.6823,20411.9299, 83.7000, 11.1206, 11.6128,  0.5283, -3.8480, -0.3484, -3.8373, -0.0007, -0.0005, 11.1264, 11.6198,  0.5281,     nan,     nan,     nan,     nan,322.8232, 59.6837, 11.2233, 11.1887,  1.0160,7088.3086, 26.0194,12129.8760, 39.0109,16126.5947, 52.3128,20060.0801, 78.9001,21657.9333,106.4190,23378.2984,150.6652,26771.9850,221.5288,29834.3121,310.1209,32460.8328,443.1986,     nan,     nan,21581.9425, 62.5773,21830.4457, 63.1532,     nan,  0.9597,  0.0000,  1.0569,  0.0000,  0.0000, 32.0000
 33.0000,  0.0003,  0.0000,  0.0000,  0.0000,     nan,     nan,     nan,3239.1416, 48.3848,3239.0198, 48.0421,3239.1362, 48.3775,  0.0749,  0.0875, 10.7526, 12.5215,  1.1696,  0.4329,  0.3320,  0.5041,3239.1374, 48.3754,4230.9713, 85.1674, 11.0261, 13.0045,  0.6280,-18.4340, -2.0052,-21.4666, -0.0007, -0.0014, 11.0324, 13.0116,  0.6280,     nan,     nan,     nan,     nan,3239.1389, 48.3733, 10.7582, 12.5261,  1.1704,1434.4336, 26.0042,2462.4131, 39.0090,3278.8696, 52.3107,4123.6294, 78.8982,4438.7070,106.5364,4633.6551,150.6652,4598.1786,221.4723,4704.3613,310.1209,     nan,     nan,     nan,     nan,4436.4534, 63.1472,4524.8159, 64.3055, 25.0000,  0.9578,  0.0000,  1.0483,  0.0000,  0.0000, 33.0000
 34.0000,  0.0021,  0.0000,  0.0000, 12.0000,     nan,     nan,     nan,1393.0748, 16.0306,1393.0074, 16.0016,1393.0000, 16.0000,     nan,     nan, 14.5478, 12.5226,  0.4857,  0.0093,  0.0061,  0.0080,1393.0359, 16.0155,288938.9106, 92.0603, 10.8540, 11.5040,  0.9763, -0.4267, -0.0142, -0.3673, -0.0005, -0.0007, 10.8608, 11.5111,  0.9759,     nan,     nan,     nan,     nan,1393.0718, 16.0309, 14.5437, 12.5269,  0.4842,83206.0938, 25.7848,152677.4062, 39.0556,210629.7031, 52.3650,273911.6875, 78.9502,297456.4676,105.0000,     nan,     nan,     nan,     nan,     nan,     nan,     nan,     nan,     nan,     nan,306080.6924, 68.9584,277726.2588, 62.8060,     nan,  0.9609,  0.0000,  1.0593,  0.0000,     nan, 34.0000
 35.0000,  0.0011,  0.0000,  0.0000,  3.0000,     nan,     nan,     nan,2464.9396, 45.8788,2464.0316, 45.0332,2464.9819, 45.8987,  0.0115,  0.0107, 18.9286, 16.7897, -0.5676,  0.0532,  0.0354,  0.0472,2464.9614, 45.8900,75327.5864,105.8083, 10.8575, 12.0816,  0.9591, -2.8132,  0.0844, -2.4953, -0.0005, -0.0010, 10.8639, 12.0893,  0.9592,     nan,     nan,     nan,     nan,2464.9408, 45.8813, 18.9291, 16.7982, -0.5722,17100.5605, 25.8745,32796.9219, 39.0512,47849.0000, 52.3598,67017.3281, 78.9455,74471.1700,105.7119,79468.5323,150.0833,82293.0635,221.4159,84008.0656,310.0403,     nan,     nan,     nan,     nan,79501.2373, 78.9632,62266.9302, 63.3499,     nan,  0.9598,  0.0000,  1.0553,  0.0000,  1.0000, 35.0000
 36.0000,  0.0006,  0.0000,  0.0000,  3.0000,     nan,     nan,     nan,2999.0013, 39.2137,2998.9917, 39.0161,2999.0165, 39.2009,  0.0243,  0.0293, 10.5252, 13.2798,  1.5363,  0.1374,  0.1100,  0.1733,2999.0098, 39.2078,13152.7081, 85.8215, 10.9561, 12.6685,  0.7636, -5.8940, -0.8603, -7.4365, -0.0006, -0.0013, 10.9620, 12.6753,  0.7637,     nan,     nan,     nan,     nan,2999.0039, 39.2140, 10.5411, 13.3012,  1.5274,4320.7056, 25.9111,7556.2090, 39.0398,10126.9404, 52.3466,12782.4961, 78.9328,14156.1683,106.0660,16714.6086,150.2498,18590.0289,221.5852,20026.6929,310.1209,     nan,     nan,     nan,     nan,13833.1314, 63.8243,13925.6224, 63.9655,     nan,  0.9586,  0.0000,  1.0508,  0.0000,  0.0000, 36.0000
 37.0000,  0.0028,  0.0001,  0.0000,  3.0000,     nan,     nan,     nan,695.7065, 94.8614,695.0413, 94.0267,695.7392, 94.8239,  0.0104,  0.0110, 14.8453, 15.7509, -0.0066,  0.0663,  0.0483,  0.0704,695.7200, 94.8471,43877.5126, 98.0198, 10.9938, 11.4941,  0.7487, -3.2507,  0.0014, -3.4490, -0.0006, -0.0006, 10.9995, 11.5009,  0.7486,     nan,     nan,     nan,     nan,695.7007, 94.8706, 14.8648, 15.7773, -0.0151,11723.1387, 26.0126,21330.2402, 39.0198,30172.6426, 52.3231,40506.4609, 78.9101,44552.0669,106.4190,47227.9529,150.7481,48856.3622,221.5852,52800.6382,310.1612,56262.3222,443.2268,60097.3163,620.4434,46475.4123, 73.4142,39458.9967, 62.9173,     nan,  0.9602,  0.0000,  1.0584,  0.0000,  1.0000, 37.0000
 38.0000,  0.0030,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,464.9510, 67.2312,464.0622, 66.9966,464.9502, 67.2315,  0.1087,  0.1126, 11.4951, 11.9058,  0.9893,  0.6249,  0.4513,  0.6472,464.9544, 67.2326,3148.4340, 85.5811, 11.0678, 11.5575,  0.6191,-26.7407, -2.3013,-27.6961, -0.0006, -0.0005, 11.0734, 11.5642,  0.6191, -0.9944, -7.7721,  1.2744,  0.0282,464.9587, 67.2338, 11.5073, 11.9133,  0.9914,1052.1011, 25.9439,1819.1500, 39.0346,2437.6160, 52.3405,3089.2327, 78.9270,3317.5927,106.3015,3564.0570,150.5822,3576.9011,221.5852,3294.8180,310.0806,3537.0799,442.8600,     nan,     nan,3331.0019, 64.0241,3288.3613, 63.0570, 25.0000,  0.9600,  0.0000,  1.0575,  0.0000,  0.0000, 38.0000
 39.0000,  0.0027,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,803.2746, 65.4291,803.0394, 64.9828,803.2859, 65.4187,  0.1421,  0.1474, 10.8741, 11.1627,  1.2801,  0.7926,  0.5717,  0.8137,803.2872, 65.4194,2275.1285, 82.9192, 10.9658, 11.4764,  0.7936,-32.8624, -3.8686,-33.7344, -0.0005, -0.0006, 10.9714, 11.4831,  0.7937,     nan,     nan,     nan,     nan,803.2883, 65.4198, 10.8816, 11.1680,  1.2827,811.2512, 26.0413,1346.4486, 38.9872,1825.5884, 52.2848,2251.7734, 78.8731,2334.2276,106.4190,2438.9770,150.9139,2615.5017,221.8107,3010.6979,310.4432,3241.9126,443.1140,     nan,     nan,2409.4539, 62.0945,2439.9115, 62.8705, 25.0000,  0.9604,  0.0000,  1.0587,  0.0000,  0.0000, 39.0000
 40.0000,  0.0002,  0.0001,  0.0000,  9.0000,     nan,     nan,     nan,3371.3660, 73.8583,3371.0243, 73.0334,3371.3666, 73.8591,  0.0011,  0.0015, 11.4002, 17.7629, -0.5645,  0.0063,  0.0056,  0.0098,3371.3654, 73.8607,341967.9385, 94.5203, 11.0772, 13.2048,  0.5370, -0.2978,  0.0147, -0.4641, -0.0007, -0.0015, 11.0833, 13.2116,  0.5370,     nan,     nan,     nan,     nan,3371.3640, 73.8623, 11.4087, 17.7723, -0.5646,96887.8516, 26.0061,173361.4688, 39.0097,241448.4062, 52.3115,319811.5000, 78.8990,351038.5686,106.5364,372159.0570,150.6652,383831.6970,221.5852,     nan,     nan,     nan,     nan,     nan,     nan,358091.8542, 69.9873,328694.1436, 64.5087,     nan,  0.9573,  0.0000,  1.0468,  0.0000,  1.0000, 40.0000
 41.0000,  0.0020,  0.0000,  0.0000,  3.0000,     nan,     nan,     nan,1569.5266, 19.4623,1569.9565, 19.0258,1570.0000, 19.0000,     nan,     nan, 15.1277, 12.3449,  0.7567,  0.8761,  0.5605,  0.7149,1569.7531, 19.2332,3197.6901, 92.5917, 10.8367, 11.5518,  1.0056,-40.5583, -2.0288,-33.0976, -0.0005, -0.0008, 10.8433, 11.5586,  1.0055,     nan,     nan,     nan,     nan,1569.5148, 19.4581, 14.9252, 12.1200,  0.9418,907.0242, 25.7848,1676.4828, 39.0556,2311.0469, 52.3650,3024.1318, 78.9503,3330.1424,105.0000,3609.0970,150.0833,     nan,     nan,     nan,     nan,     nan,     nan,     nan,     nan,3358.0278, 68.7588,3055.4341, 62.8320,     nan,  0.9609,  0.0000,  1.0591,  0.0000,     nan, 41.0000
 42.0000,  0.0030,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,525.6747, 73.2550,525.0369, 72.9983,525.6727, 73.2556,  0.0940,  0.0949, 11.1909, 11.0567,  1.0349,  0.5308,  0.3747,  0.5244,525.6727, 73.2530,3517.6729, 83.4198, 11.0467, 11.5377,  0.6556,-22.1384, -2.0472,-21.8731, -0.0006, -0.0005, 11.0524, 11.5444,  0.6555,     nan,     nan,     nan,     nan,525.6728, 73.2504, 11.1989, 11.0598,  1.0365,1233.7928, 26.0358,2102.2988, 39.0003,2781.9990, 52.3002,3455.0359, 78.8880,3708.7488,106.4190,3905.5086,150.6652,4047.1771,221.6416,4107.4604,310.2821,4605.2773,443.1422,5468.8010,620.3426,3721.9178, 62.4116,3763.7480, 63.0094, 25.0000,  0.9601,  0.0000,  1.0578,  0.0000,  0.0000, 42.0000
 43.0000,  0.0007,  0.0001,  0.0000,  3.0000,     nan,     nan,     nan,2878.5591, 61.0064,2878.0193, 60.9996,2878.8379, 61.6910,  0.0549,  0.0816, 17.6517, 35.5128,  2.8140,  0.2724,  0.2749,  0.5480,2878.8346, 61.7322,16205.3210,125.0265, 10.9320, 12.5111,  0.8181,-17.0268, -2.7143,-34.2556, -0.0006, -0.0012, 10.9377, 12.5176,  0.8185,     nan,     nan,     nan,     nan,2878.8656, 61.8433, 18.0531, 36.8896,  3.5688,3103.1804, 26.0123,5722.9004, 39.0146,8295.3447, 52.3171,12127.1357, 78.9044,14810.2648,106.4190,17857.7966,150.6652,18880.4753,221.5852,19479.3027,310.1209,21907.5301,443.2550,     nan,     nan,17277.9016, 94.2652,11229.2123, 63.7979, 25.0000,  0.9589,  0.0000,  1.0520,  0.0000,  1.0000, 43.0000
 44.0000,  0.0034,  0.0001,  0.0000,  2.0000,     nan,     nan,     nan, 53.3571, 83.7760, 53.0240, 83.0372, 53.3283, 83.7654,  0.0371,  0.0386, 12.0967, 12.2762,  0.4195,  0.2195,  0.1565,  0.2228, 53.3299, 83.7683,9641.2591, 87.4771, 11.2343, 11.7572,  0.3364, -9.6011, -0.3330, -9.7436, -0.0009, -0.0003, 11.2402, 11.7643,  0.3361,     nan,     nan,     nan,     nan, 53.3302, 83.7706, 12.1383, 12.2909,  0.4312,3163.3081, 26.0324,5430.1938, 39.0030,7306.0464, 52.3034,9309.9580, 78.8912,10508.9464,106.3015,12116.9126,150.6652,15017.5544,221.5852,15651.5359,310.2418,15642.0528,443.1704,     nan,     nan,10185.0817, 65.3447,9931.7829, 63.3762,     nan,  0.9591,  0.0000,  1.0552,  0.0000,  0.0000, 44.0000
 45.0000,  0.0017,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,1863.9342, 80.0731,1863.0850, 79.9965,1863.9299, 80.0630,  0.1643,  0.1762, 11.7346, 12.6415,  0.1400,  0.9474,  0.6953,  1.0206,1863.9333, 80.0720,2167.0422, 87.4767, 10.8277, 11.6631,  1.0295,-41.4368, -0.4944,-44.6392, -0.0005, -0.0008, 10.8343, 11.6701,  1.0294, -0.0410, -0.8125,  0.8352,  0.0655,1863.9367, 80.0812, 11.7615, 12.6664,  0.1456,685.4745, 25.8903,1236.4005, 39.0519,1634.8319, 52.3606,2108.9802, 78.9462,2193.3162,105.7119,2390.6197,150.0000,2401.3363,221.3030,2761.2148,310.1209,3955.2973,442.7753,5772.4963,620.2419,2295.8582, 65.5323,2201.6900, 62.9188, 25.0000,  0.9606,  0.0000,  1.0583,  0.0000,  0.0000, 45.0000
 46.0000,  0.0009,  0.0000,  0.0000,  5.0000,     nan,     nan,     nan,2641.9151, 37.5952,2641.0553, 37.0406,2641.9188, 37.5909,  0.0351,  0.0385, 12.1284, 13.1290,  1.2985,  0.2108,  0.1559,  0.2282,2641.9165, 37.5913,10217.6056, 88.8060, 10.8822, 12.2537,  0.9092, -9.3613, -1.0023,-10.1336, -0.0006, -0.0011, 10.8878, 12.2606,  0.9095,     nan,     nan,     nan,     nan,2641.9142, 37.5916, 12.1402, 13.1396,  1.2983,3214.9065, 25.9757,5650.1206, 39.0103,7667.8828, 52.3125,9824.6123, 78.8999,10704.3745,106.5364,11509.7719,150.7481,14137.3530,221.4723,40090.7708,310.0000,     nan,     nan,     nan,     nan,10774.0436, 66.2150,10351.0301, 63.5234,     nan,  0.9595,  0.0000,  1.0540,  0.0000,  0.0000, 46.0000
 47.0000,  0.0008,  0.0001,  0.0000,  2.0000,     nan,     nan,     nan,2744.4283, 90.6239,2744.0167, 89.9111,2744.6555, 90.0221,  0.2771,  0.9595,  7.0631, 11.7359,  0.6340,     nan,     nan,     nan,2744.5882, 89.9711,     nan,     nan, 10.9089, 12.3484,  0.8715,     nan,     nan,     nan, -0.0006, -0.0011, 10.9147, 12.3557,  0.8717,     nan,     nan,     nan,     nan,2744.4359, 90.6470, 13.0519, 66.5871,  5.5547,468.8330, 25.9323,1056.4185, 39.0194,1830.7925, 52.3231,3393.9324, 78.9100,4244.3664,106.4190,4763.6238,150.7481,5057.3824,221.4159,5303.1105,309.8387,6696.4960,443.1422,8237.1488,620.3426,5014.5028,100.4405,2424.3758, 63.6296, 25.0000,  0.9592,  0.0000,  1.0532,  0.0000,  1.0000, 47.0000
 48.0000,  0.0023,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,1224.3008, 86.3732,1223.9873, 86.0217,1224.2973, 86.3715,  0.1337,  0.1426, 10.7187, 11.7660,  0.2202,  0.7301,  0.5410,  0.8015,1224.2954, 86.3682,2466.0639, 83.9925, 10.8788, 11.4702,  0.9444,-30.6632, -0.6298,-33.6593, -0.0005, -0.0007, 10.8857, 11.4775,  0.9441, -0.7507, -2.3092,  8.1321,  0.0057,1224.2935, 86.3649, 10.7411, 11.7745,  0.2188,852.0518, 26.0419,1461.0864, 38.9898,1969.7847, 52.2878,2385.6128, 78.8760,2591.1988,106.5364,2796.4805,150.5822,3027.9828,221.6416,3572.7971,310.3627,4818.3850,443.1140,7257.2438,620.4031,2614.2175, 62.9597,2609.3942, 62.7725, 25.0000,  0.9607,  0.0000,  1.0593,  0.0000,  0.0000, 48.0000
 49.0000,  0.0012,  0.0001,  0.0000,  2.0000,     nan,     nan,     nan,2340.1373, 88.0111,2340.0171, 88.0180,2340.1474, 88.0132,  0.0982,  0.1045, 10.8765, 11.2063,  0.8041,  0.5559,  0.4001,  0.5728,2340.1474, 88.0131,3254.5968, 83.1765, 10.8494, 11.9667,  0.9862,-23.1203, -1.7092,-23.8214, -0.0005, -0.0010, 10.8559, 11.9747,  0.9860,     nan,     nan,     nan,     nan,2340.1475, 88.0127, 10.8844, 11.2195,  0.8058,1116.6008, 25.8916,1947.0403, 39.0467,2586.4036, 52.3545,3214.5518, 78.9405,3413.6552,105.7119,3679.4384,150.2498,4904.0851,221.3594,5539.0562,310.0806,5339.6830,442.8318,5501.7755,620.1613,3438.7027, 62.1417,3505.3236, 63.2283, 25.0000,  0.9600,  0.0000,  1.0561,  0.0000,  0.0000, 49.0000
 50.0000,  0.0009,  0.0000,  0.0000,  3.0000,     nan,     nan,     nan,2712.9177, 50.4846,2712.0567, 50.0299,2712.9244, 50.4765,  0.0414,  0.0452, 11.0381, 11.8070,  1.3694,  0.2377,  0.1751,  0.2543,2712.9228, 50.4813,7836.6800, 84.3869, 10.8964, 12.3245,  0.8847,-10.0303, -1.2444,-10.7290, -0.0006, -0.0011, 10.9021, 12.3317,  0.8850,     nan,     nan,     nan,     nan,2712.9214, 50.4861, 11.0445, 11.8158,  1.3673,2666.9243, 25.9719,4615.0376, 39.0071,6136.0132, 52.3088,7694.8599, 78.8963,8337.2854,106.4190,9119.1411,150.9139,11640.0642,221.3030,12858.8789,310.0000,16465.5398,443.1704,     nan,     nan,8258.1439, 62.8797,8375.1677, 63.5995,     nan,  0.9593,  0.0000,  1.0534,  0.0000,  0.0000, 50.0000
 51.0000,  0.0013,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,2258.5259, 98.2528,2258.0413, 97.9934,2258.5257, 98.2527,  0.0475,  0.0541, 11.0013, 12.8175,  0.9274,  0.2721,  0.2083,  0.3170,2258.5254, 98.2505,6973.5361, 86.2457, 10.8436, 11.9021,  1.0005,-11.7345, -0.9892,-13.6718, -0.0005, -0.0009, 10.8499, 11.9098,  1.0003, -1.2165, -0.2764,  0.4329,  0.0380,2258.5253, 98.2485, 11.0116, 12.8209,  0.9275,2312.7170, 26.0370,4003.9756, 38.9889,5377.6274, 52.2869,6771.1416, 78.8751,7398.0049,106.5364,7714.3562,150.7481,7867.5882,221.7544,7847.1561,310.3224,7974.5358,443.1422,8180.9597,620.5643,7370.0753, 64.4527,7234.3472, 63.1465,     nan,  0.9601,  0.0000,  1.0565,  0.0000,  0.0000, 51.0000
 52.0000,  0.0026,  0.0001,  0.0000,  2.0000,     nan,     nan,     nan,915.5802, 97.6852,915.0317, 97.0213,915.5776, 97.6832,  0.0453,  0.0529, 11.1972, 14.1228,  1.3401,  0.2582,  0.2062,  0.3257,915.5806, 97.6861,7686.6748, 88.6355, 10.9377, 11.4638,  0.8453,-11.4442, -1.3697,-14.4344, -0.0005, -0.0006, 10.9438, 11.4706,  0.8452,     nan,     nan,     nan,     nan,915.5834, 97.6892, 11.2094, 14.1338,  1.3405,2465.4253, 26.0439,4236.8457, 38.9831,5752.7876, 52.2798,7427.3623, 78.8683,8030.0801,106.4190,8533.2085,150.7481,9010.1679,221.8107,10360.7910,310.4835,11284.6103,443.1422,13386.7224,620.4232,8143.9123, 66.4029,7702.0239, 62.8234, 25.0000,  0.9605,  0.0000,  1.0590,  0.0000,  0.0000, 52.0000
 53.0000,  0.0029,  0.0001,  0.0000,  2.0000,     nan,     nan,     nan,595.2875,115.1352,595.0180,115.0007,595.2948,115.1321,  0.0398,  0.0427, 10.7169, 11.6398,  1.6500,  0.2225,  0.1657,  0.2416,595.2922,115.1361,8026.3251, 83.3102, 11.0225, 11.5180,  0.7012, -9.2672, -1.4268,-10.0653, -0.0006, -0.0006, 11.0282, 11.5246,  0.7012,     nan,     nan,     nan,     nan,595.2897,115.1400, 10.7242, 11.6498,  1.6488,2799.8225, 25.9994,4783.5571, 39.0197,6340.7656, 52.3231,7897.4771, 78.9102,8553.7682,106.5364,9360.2548,150.7481,11091.7155,221.5288,11236.8088,310.1209,10710.3429,443.2268,12217.5535,620.4031,8495.7122, 62.3543,8596.3164, 62.9644,     nan,  0.9601,  0.0000,  1.0581,  0.0000,  0.0000, 53.0000
 54.0000,  0.0023,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,1258.4898, 98.6211,1258.0528, 98.0437,1258.4885, 98.5943,  0.1594,  0.1763,  9.7065, 11.2865,  0.6674,  0.8480,  0.6479,  0.9860,1258.4847, 98.5945,1854.6122, 81.0125, 10.8742, 11.4736,  0.9545,-34.3489, -2.3619,-39.9401, -0.0005, -0.0007, 10.8809, 11.4808,  0.9542,     nan,     nan,     nan,     nan,1258.4806, 98.5941,  9.7121, 11.2848,  0.6664,683.6654, 26.0467,1133.6746, 38.9715,1506.8481, 52.2661,1835.5253, 78.8550,1982.0611,106.4190,2123.3760,150.6652,2075.8411,221.9234,2291.2195,310.2418,2752.8188,443.3114,4790.7586,620.4232,1964.8638, 60.6899,2034.9024, 62.7644, 25.0000,  0.9607,  0.0000,  1.0593,  0.0000,  0.0000, 54.0000
 55.0000,  0.0019,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,1639.6457,100.3164,1639.0238,100.0448,1639.6419,100.3190,  0.0519,  0.0559, 12.0094, 13.2212,  0.3708,  0.3026,  0.2246,  0.3331,1639.6452,100.3185,7061.7804, 88.9598, 10.8366, 11.5661,  1.0194,-13.4584, -0.4156,-14.8165, -0.0005, -0.0008, 10.8431, 11.5728,  1.0193, -0.2011, -0.5494,  0.1774,  0.0946,1639.6487,100.3179, 12.0199, 13.2328,  0.3712,2234.3142, 26.0432,3904.9431, 38.9884,5303.9546, 52.2861,6778.0654, 78.8744,7378.0539,106.5364,7772.0262,150.5822,7855.8052,221.6416,7813.8741,310.4030,8275.1161,443.1704,10708.6290,620.3829,7481.2200, 66.6403,7049.5119, 62.8161,     nan,  0.9607,  0.0000,  1.0589,  0.0000,  0.0000, 55.0000
 56.0000,  0.0028,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,762.3919,100.6406,761.9870,100.0305,762.3895,100.6381,  0.1041,  0.1117, 10.1738, 11.2524,  1.0495,  0.5628,  0.4206,  0.6225,762.3891,100.6397,2957.0151, 81.7941, 10.9755, 11.4818,  0.7809,-23.0184, -2.3745,-25.4586, -0.0005, -0.0006, 10.9811, 11.4886,  0.7810,     nan,     nan,     nan,     nan,762.3888,100.6415, 10.1782, 11.2550,  1.0497,1084.4926, 26.0456,1800.2811, 38.9805,2357.9624, 52.2767,2944.8013, 78.8653,3163.3311,106.4190,3280.1491,150.9967,3469.5650,221.8671,4132.7338,310.5238,4974.5013,443.2268,7400.7628,620.4031,3130.8628, 61.2375,3220.2139, 62.8776, 25.0000,  0.9603,  0.0000,  1.0586,  0.0000,  0.0000, 56.0000
 57.0000,  0.0020,  0.0001,  0.0000,  2.0000,     nan,     nan,     nan,1528.2509,105.1009,1528.0169,105.0035,1528.2429,105.0619,  0.0317,  0.0376, 16.7297, 18.9100,  1.8941,  0.1449,  0.1096,  0.1638,1528.2467,105.0792,24335.8715,105.4136, 10.8445, 11.5296,  1.0070, -7.6390, -0.8649, -8.6345, -0.0005, -0.0008, 10.8510, 11.5365,  1.0067,     nan,     nan,     nan,     nan,1528.2505,105.0965, 16.7382, 18.9128,  1.8928,5703.1172, 25.9543,10648.1133, 39.0324,15422.9004, 52.3380,21629.6953, 78.9245,24312.0346,106.3015,25853.2505,150.4992,26782.4118,221.6416,27065.7850,310.1612,29850.1158,443.0293,30047.7795,620.2419,25779.2857, 78.9597,20085.9522, 62.7989,     nan,  0.9607,  0.0000,  1.0591,  0.0000,  1.0000, 57.0000
 58.0000,  0.0014,  0.0001,  0.0000,  0.0000,     nan,     nan,     nan,2136.0218,102.2666,2135.9653,101.9971,2136.0122,102.2650,  0.1604,  0.1663, 10.8700, 10.9412,  0.6301,  0.9018,  0.6408,  0.9077,2136.0154,102.2628,1993.9102, 82.7085, 10.8358, 11.8156,  1.0169,-37.2926, -2.1616,-37.5371, -0.0005, -0.0009, 10.8423, 11.8231,  1.0166,     nan,     nan,     nan,     nan,2136.0183,102.2606, 10.8709, 10.9423,  0.6338,694.7845, 25.9187,1205.5765, 39.0306,1598.4519, 52.3360,1951.8469, 78.9225,2091.0343,106.4190,2164.1499,150.4161,2273.5021,221.4723,2287.5879,309.8790,3418.2271,442.9447,4814.2894,620.2822,2108.0174, 61.8307,2152.6307, 63.0661, 25.0000,  0.9603,  0.0000,  1.0572,  0.0000,  0.0000, 58.0000
